Text,language
Oya thamat ada raata enawada?,Singlish
Mama oyawa lobby eke hamuwennam.,Singlish
"Supiri! Mama vishala pramanayak wedi thabana nisa, ekata sudanam wenna!",Singlish
Mama aluyama <#>ta awadi karanna :),Singlish
Thaththa ikman karanna kiyanawa.,Singlish
Mama eka karanna yana kota panividya ewua. Mama kalinma eka karala naala saha hema deyakma karala ewarai.,Singlish
Oya samawithama nava wasara obe paulath samaga samaranawada?,Singlish
Oya apps panthiyata yanna kamathida?,Singlish
Mage malli saha ohuge paula samaga kalaya gatha karanawa,Singlish
"Naha, eka 9ta pamana ennee. Aya kiyanne aya ehe innawa kiyala. Mama danne na.",Singlish
Hey... oya ikmanin athhara yanawada? Xuhui saha mama masaya awasanayata tek weda karanawa.,Singlish
Kawadawath epa yaluwe!!,Singlish
"Ov, eya boho durata hondama avasthawak wanu atha",Singlish
"Mata ada nidahasak naha, mama ada rae mage demawpiyan aragena yanna one...",Singlish
Mage durakathanaya,Singlish
Bloomberg -panivida madhyasthanaya +447797706009 ayi inna? obage anagataya sandaha ayadum karanna http://careers.bloomberg.com,Singlish
Ow vechcha siddiya gan kiyanawa..,Singlish
Oba kavadat buddhimatek.,Singlish
Naha... wadawalin than pitawuna...,Singlish
"Huh, echchara ikmanata... Eh kiyanne oya tama pintharu nima karala nadda?",Singlish
Oya kisiyam ankayakdida inne? 11 da?,Singlish
Obata hamu wana lighter siyallama soya balanna,Singlish
"Samawenna, mata meyata obata udaw kara nohaki.",Singlish
"Baba, mata oyage upades awashyai",Singlish
"Mama hatharata wage pitathwenawa, honde?",Singlish
Ratri 7ta vaidya vidhyalayata enna......meya idiriyata yawanna,Singlish
Hari :) harii :) oya kawada yanne?,Singlish
Mata oyata lasagna hadanna puluwan... vodka...,Singlish
"Ayubowan, meh Kate. Oyata ikmaninma mata amathumak denna puluwanda XXX",Singlish
;-) hari. Mata John Lennon wage danenawa.,Singlish
Thawama salasum karala na :) Jan 5 wenidata pamanak samagamatath ekathu wenna yanawa. Ethanin passe mokada wenne kiyala danne na.,Singlish
"Eka ehamayi kiyala hithanawa, hotel dusk kridewa wage. Oya prashna wisandannawa ekka.",Singlish
Mamath baba! Mama oyata hondin salakana bava porondu wenawa! Mama dannawa oya mata hondin salakai kiyala..,Singlish
Danne na :) me sathiye mama Tirunelvai ta yanawa da.,Singlish
Mahal bus stop ekata enna.. <dashama>,Singlish
Oba thavamath kreedaweda?,Singlish
Naha brahaspathindaata pera.,Singlish
"Hari, mama aniwaryayenma dawul 12ta kalin aherala balannam monawada thiyenne kiyala.",Singlish
"Baba? Oya kiwwa paya 2k kiyala, dan eka paya 4kma gihilla... oyage internet down da?",Singlish
"Ov, thaw boho dey ithuru, mama heta udaye aherunama ennam.",Singlish
"Shuhui Ronge thaegga genawe, eka Swatch watch ekak...",Singlish
Mage battery adui baba.,Singlish
Sikuradaa apita durakathana amathumak nothibuna kiyala mata penawa. Dan apita me awurudde eka na kiyala hithanna puluwanda?,Singlish
"Hari, mama eka hondat balannam.",Singlish
Prashnayak na hon! Oyata kohomada dan?,Singlish
Oya thawamath sakachchawalata sahabagi wenawada?,Singlish
Cbe nam ada dawase hondai :) boho welandasel saha pradarshanagara :) nagaraya hondin sadenawa.,Singlish
"Oonaema deyak, aya enawada?",Singlish
"Ayubowan, Harishge kuliy obe ginumata maru kara atha.",Singlish
"Mudrakaya hondai. Adahasayen, groovy. Wine groovying wela.",Singlish
"Ayubowan, <#> wana data pareekshanaya...",Singlish
Mage hithawatha me monawada karanne? Nidida?,Singlish
Oonaema deyak...,Singlish
Hari... Oya oyage wedasatahan bukthi vidinna...,Singlish
Mama ewarai. Pusthakalaye padam karanawa.,Singlish
Oya ada panthiyata enawada?,Singlish
"Eya pakshiinta deviyangen labunu thaeggak, minisuunta athi swabhawika dewa labimak wage.",Singlish
"Hondai, mama saralava wadivela innawa.",Singlish
Oya loku unahama..| Deviyan sarthakathwaya genewi.,Singlish
"Oyata miladi ganna oone mokakda kiyala kiyanna, ewita nawatha enna awashya na.",Singlish
"Mata nana ekata wasara 3k gathawanawa kiyala amathaka wuna, samawenna. Oya koheda/oyage durakathanaya marilada?",Singlish
"Ow, e aseemitha eka ganna.",Singlish
"Hari, mokakda e siddhiya?",Singlish
"Dan awe, davas kihipayakin munagesemu <3",Singlish
Puluwanda nedda?,Singlish
Mama hithanawa eka okkoma thawamath mage vahanaye eke thiyenawa kiyala.,Singlish
Tikak una thibuna :) dan hondai :),Singlish
Nomile panividha> FAV XMAS TONES! REAL kiyala pilithuru denna.,Singlish
Kawuruhari gena hithana eka hondai. Eakata beheth naha.,Singlish
"Hmm, oya mata kiyala thibuna radio-wata amathanna epa kiyala.",Singlish
"Ow, mata amathaka wuna. Oyata ekware pane deka vitaraak gatha hakke.",Singlish
"Ow, dan kawa. Lunu roast.",Singlish
"Hari, kochchara pitu onada?",Singlish
Oya ada meeting ekata yanawada?,Singlish
"Tick, tick, tick... Baba.",Singlish
Ada ARR upandinaya :) Mama ohuta thawath oscar ekak jayaganna kiyala prarthana karanawa.,Singlish
Mata raathri menu eka gena wishwasayak na... Mama dahaval menu eka vitharai danne.,Singlish
Mata hithenne api athare waradi amatha ganimak na.,Singlish
Keeyatada? Mama pitata inne sawasa 3 dakwa.,Singlish
"Yo, api Netflix eke chitrapatayak balanawa.",Singlish
"Suba gamanak weva. Oba Apasu enavita, api paskuva gena theeranaya kara yuthu bava mathaka thabaganna.",Singlish
Api dan eliye inne.,Singlish
Hari Chinese kema ena gaman. Mama mahat unoth oya mage lipo sakshanayata gewanna wenawa.,Singlish
Nishanth..mata kiyanna oba kauda kiyala?,Singlish
"Oyata lagama hithawath aya inna then oyagema phone eken balaganna,",Singlish
Oba samata samaya sathuta piri subha aluth awuruddak wewa! Malarum ippuththaandu amaithiyum mahilchchiyum mikkathaaha amayattum! - Ranil Wickremesinghe,Singlish
Idam Sanwardhana Agna Panatha yatathe nikuth kala balapathrayak/deemana pathrayak oba sathu nam URUMAYA wedasatahana yatathe sinnakkara oppuwak laba gatha heka. E sandaha oba ayath wana pradesheeya lekam karyalaya wetha kadinamin ayadum karanna. Wedi wisthara 1908 ankaya osse laba gatha hekiya.,Singlish
Nomile 2GB Bonus Data! GB 5k laba dena Rs.405/- Anytime Data Plan ekak Activate kara amathara Anytime  Bonus Data GB 3k (dina 14k walangu) nomile labaganna! Mema plan eka dina 30k walangu wana athara mema deemanawa 20/04/24 dakwa walangu we.ho Ru.405/- Reload karanna. *Kondesi Sahithayi. Stop Ad? SMS PROMO OFF to 678.,Singlish
Dialog wethin dainika ha masika Data Roaming plan rasak USD 3 sita! Thoraganimata GB1 sita Unlimited Data Roaming Plan (Kisindu wega seemawak natha).Wadipura data awashya wu wita data add karaganimata Dialog.lk wetha  piwisenna nathinam #103# dial karanna.Wadi wisthara  dialog.lk/data-roaming-plans magin. Thawaduratath sahaya awashya nam Dialog Transit Lobby eka wetha piwisenna.T&C,Singlish
"Hithawath Paribhogikaya, Per Day Insuarance Sewawen Rs. Billion 2 kata wadi wandi mudalak  me dakwa gewa atha. Apage rakshana sewawan sambandayen obawa danuwath kireema sandaha obawa sambandha karaganeemata apeksha karamu. Obawa sambandha karaganeemata akamathi nam INSR lesa type kara 1343 ta SMS karanna. Surakshitha wanna. Nirogeewa sitinna.",Singlish
Mey utum Siripa samaye Polythene/ Plastic walin thora pivithuru Siripa wandanawe kotas karuwaku wanna - Madyama Parisara Adhikariya.,Singlish
Oyata Singapore yanna ticket ekak labunoth oya kawada ekkan yanne? Menna oyata lesiyen Singapore Air ticket dekak dinanna chance ekak. Karanna thiyenne 0743910052 Dial karala  kamathi Tone ekak oyage Ringing Tone eka widihata daganna witharai. Unlimited Tones! Dawasatama Rs. 3.60 + taxes pamanai! T&C (dlg.lk/vastc),Singlish
STARFRIENDS Premium sewawata register wee obe asama tharuwak wana Maneesha Chanchala samagin R.Premadasa pitiye pawathwena Asia Cup match ekak narabeemata awasthawak dinaganna. ,Singlish
Danma obe Dialog mobile eken REG<space>MANEESHA lesa type kara 2468 ta SMS karanna. ,Singlish
Deemanawa 30/9 thek walangu we. Dinakata Rs.6+ badhu ayawe. Kondesi sahithayi.,Singlish
Meet&Greet Concert ekata ticketpath dinaganna danma http://videospot.lk wethin VideoSpot sewawa Subscribe karanna.,Singlish
! Daraz order ekata Wheel of Fortune SPIN kara anagi thagi labaganimata avasthavak. Click to SPIN: https://11.lk/lottery/14430773104604202211121008042385. Nov 18 dakva valanguve. ORDER MORE & SPIN MORE!,Singlish
Nanik Gampaha - October 27 (Econ 10 AM - 12.30 PM / BS 1 PM - 3 PM) Pewethw,Singlish
"Dan oyage onima kenek inna thena oyage phonema eken balaganna, shortu. rl.at/DJQ. T6",Singlish
Thun Masaka Mathakaya Nawatha Awrjanaya karanna... 2024 A/L Oba sadaha Nomile Pawathwana Econ & BS Wishesha Sammanthranaya. Sakya Kiribathgoda - October 27 (Econ 7 AM - 9.30 AM / BS 10 AM - 12 PM),Singlish
"Menna Peshala, Iraj, Damitha athulu janapriya tharu samaga Chit-chat ekakata awasthawak!",Singlish
 Ekman karanna adai hetai witharai!!! obe viyaparaye COST adukaragena PROFIT wadi karagena obage viyaparaya lokuawata karanna obata udau karanna Dialog Enterprise Wattala nagarayedi adai hetai oba hamuwata. Katha karanna 0777 887 887.,Singlish
Dinakata Rs.6 + badhu aya we. Kondesi sahithayi.StopAd? SMS BL Videospot to 9010,Singlish
Vinadi 10kin antharjalayen mudal labaganna! Palamu naya mudala sampurnayenma Free. Danma Free Loan ekak labagena watina thagi dina ganna StopAd? SMS BL OnCredit ON to 9010,Singlish
"Padiyata kalin salli ona da? 25000 dakwa atha maruwak: l.th. agi.m e/slp1 0% poliya, 100% Fast Approval, No Docs Needed *StopAd? SMS lesi Naya to 770825633",Singlish
"shorturl.at/oENSW Click details. Me web ekenuth aluth job wala details ganna puluwan,oyata neda job ekak heuwe. Oyta galapena job ekak,me link eken details gnna.",Singlish
,
 ,
